pair	inflected_pair	alignments	Source Language	Target Language
('find', 'way')	('found', 'way')	[('way', 'Weg'), ('must', 'muss'), ('be', 'werden'), ('found', 'herausgefunden')]	Its economy is in a serious situation and it is clear that a way out of this crisis must be found .	Die Wirtschaft von Bosnien-Herzegowina ist in einer ernsten Lage , und es ist klar , dass ein Weg aus dieser Krise herausgefunden werden muss .
('find', 'way')	('found', 'way')	[('way', 'Weg'), ('must', 'muss'), ('be', 'werden'), ('found', 'herausgefunden')]	Their economies are in a serious situation , and it is clear that a way out from this crisis must be found .	Ihre Wirtschaft ist in einer bedenklichen Lage , und es ist klar , dass ein Weg aus dieser Krise herausgefunden werden muss .
('tackle', 'crisis')	('tackling', 'crisis')	[('tackling', 'Bekämpfung'), ('tackling', 'der'), ('crisis', 'Wirtschaftskrise')]	Finally , we must continue to keep the focus on tackling the economic crisis .	Und schließlich müssen wir uns weiterhin auf die Bekämpfung der Wirtschaftskrise konzentrieren .
('tackle', 'crisis')	('tackle', 'crisis')	[('tackle', 'Bekämpfung'), ('tackle', 'der'), ('crisis', 'Finanzkrise')]	Indeed , the international community should show commitment exceeding that shown to tackle the financial crisis .	Die internationale Gemeinschaft sollte in der Tat ein Engagement zeigen , das über das Engagement bei der Bekämpfung der Finanzkrise hinausgeht .
('find', 'way')	('finding', 'ways')	[('finding', 'gefunden'), ('finding', 'werden'), ('ways', 'Wege')]	So the future is precisely as your question suggests , finding new ways and new technologies , namely the development of cleaner cars .	Wie Sie mit Ihrer Frage bereits angedeutet haben , müssen in Zukunft neue Wege und Technologien gefunden werden , insbesondere in der Entwicklung saubererer Autos .
('find', 'way')	('find', 'way')	[('way', 'Möglichkeiten'), ('find', 'finden')]	What I want to do is draw those two things together , to find a way in which we can enhance what we do , to support the work that is going on , to make the Quartet more effective , to bring together what has been , in a sense , the Council and Commission operating side by side , and to meld it into one so that what we do on the ground really makes a difference .	Ich möchte diese beiden Dinge zusammenbringen und Möglichkeiten finden , unsere Aktionen zu verbessern , die bereits laufenden Arbeiten zu unterstützen sowie das Nahost-Quartett effektiver machen . Ich möchte die Arbeiten des Rates und der Kommission , die bisher nebeneinander agiert haben , zusammenführen , um so eine wirkliche Veränderung vor Ort zu erzielen .
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling', 'Bewältigung'), ('tackling', 'der'), ('challenges', 'Herausforderungen')]	The Presidency needed the help of the European Parliament in tackling the challenges we were facing .	Die Ratspräsidentschaft brauchte die Unterstützung des Europäischen Parlaments bei der Bewältigung der Herausforderungen , mit denen wir konfrontiert waren .
('tackle', 'situation')	('tackle', 'situation')	[('tackle', 'etwas'), ('tackle', 'gegen'), ('tackle', 'zu'), ('tackle', 'unternehmen'), ('situation', 'situation')]	It is time to tackle the underlying poverty situation in Haiti once and for all .	Es ist an der Zeit , ein für allemal etwas gegen die in Haiti bestehende Armutssituation zu unternehmen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'bewältigt'), ('tackle', 'werden'), ('problem', 'Problem')]	While free movement facilitates trafficking in terms of the removal of border controls , on the other hand , one would imagine that increased police cooperation should be in a position to tackle the problem .	Während die Freizügigkeit dem Menschhandel in Folge des Wegfalls von Grenzkontrollen förderlich ist , könnte man annehmen , dass dieses Problem durch polizeiliche Zusammenarbeit andererseits bewältigt werden könnte .
('follow', 'activity')	('follow', 'activities')	[('follow', 'verfolgen'), ('activities', 'Aktivitäten')]	This development should continue , and I know the Commission will continue to follow closely the Ombudsman 's activities and welcome his proposals .	Diese Entwicklung sollte sich fortsetzen , und ich weiß , dass die Kommission die Aktivitäten des Bürgerbeauftragten weiterhin genau verfolgen und seine Vorschläge begrüßen wird .
('tackle', 'crisis')	('tackle', 'crisis')	[('tackle', 'bewältigen'), ('crisis', 'Krise')]	The renewable energy resources that these countries have at their disposal are essential for their economic and social development , and allow them to move towards a state of energy independence , thus helping to tackle the global crisis .	Die erneuerbaren Energiequellen , über die diese Länder verfügen , sind wesentlich für ihre wirtschaftliche und soziale Entwicklung und ermöglichen es ihnen , eine Energieunabhängigkeit zu erreichen und so die globale Krise zu bewältigen .
('close', 'debate')	('close', 'debate')	[('close', 'schließen'), ('debate', 'Debatte')]	After this speech by the Commissioner , to whom we wish the best of luck , secure in the knowledge that he will do an excellent job , as he has done in the past , we close the debate .	Nach dieser Rede des Herrn Kommissars , dem wir von ganzem Herzen Glück wünschen , in dem sicheren Wissen , dass er ausgezeichnete Arbeit leisten wird , wie er dies auch in der Vergangenheit getan hat , schließen wir an dieser Stelle die Debatte ab .
('tackle', 'challenge')	('tackling', 'challenges')	[('tackling', 'bewältigen'), ('challenges', 'Herausforderungen')]	I hope that I do not have to say any further farewells as regards Turkey in this Chamber and that we can move on and start tackling the major economic and other challenges of the European Union .	Ich hoffe , dass ich bezüglich der Türkei in diesem Plenarsaal keine weiteren Abschiedsreden halten muss , und wir dazu übergehen können , die großen wirtschaftlichen und anderen Herausforderungen der Europäischen Union zu bewältigen .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'meistern'), ('tackle', 'kann'), ('challenges', 'Herauforderungen')]	I fully agree with you , and I am sure that , with your support and with that of the governments of the Member States , the new Commission will be able to tackle the challenges ahead .	Ich schließe mich Ihrer Meinung an und bin fest davon überzeugt , dass die neue Kommission mit Ihrer Unterstützung und der Unterstützung der Regierungen der Mitgliedstaaten die vor ihr liegenden Herausforderungen meistern kann .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'behoben'), ('tackle', 'werden'), ('tackle', 'sollen'), ('issues', 'Probleme')]	On 15 January , the government presented an ambitious stability programme intended to tackle these issues .	Am 15 . Januar legte die Regierung ein ehrgeiziges Stabilitätsprogramm vor , mit dem diese Probleme behoben werden sollen .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'lösen'), ('problems', 'Probleme')]	The integrated surveillance mechanism , together with the willingness of the authorities to tackle the problems , is the guardian of a successful implementation of fiscal consolidation measures and structural reforms that will put Greece back on a sustainable path .	Zusammen mit dem Willen der Behörden , die Probleme zu lösen , wird der integrierte Überwachungsmechanismus der Wächter über eine erfolgreiche Umsetzung der konsolidierenden Steuermaßnahmen und Strukturreformen sein , durch die Griechenland wieder auf einen zukunftsfähigen Weg zurückfindet .
('tackle', 'challenge')	('tackled', 'challenges')	[('to', 'zu'), ('be', 'zu'), ('tackled', 'meistern'), ('challenges', 'Herausforderungen')]	Croatia has come a long way over recent years but important challenges still remain to be tackled .	Kroatien hat in den letzten Jahren einen weiten Weg zurückgelegt , aber es sind immer noch wichtige Herausforderungen zu meistern .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'anzugehen'), ('issue', 'Problem')]	I voted in favour of this motion for a resolution , because we must ensure that both practical and moral priority be given to tackling the issue of human trafficking and the way in which this trafficking is used as a resource in the labour market .	Ich habe für diesen Entschließungsantrag gestimmt , weil wir sicherstellen müssen , dass es eine sowohl praktische als auch moralische Priorität sein muss , gegen das Problem des Menschenhandels und die Nutzung dieses Handels als Ressource auf dem Arbeitsmarkt anzugehen .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'Lösung'), ('issues', 'Fragen')]	On CCCTB , this report says ; ` Recalls that the introduction of a CCCTB would help to tackle - within the EU - double taxation and transfer price issues within consolidated groups ' I welcome the Irish Government 's proposal in this year 's Irish Finance Bill to regulate transfer pricing by transnational corporations .	Zum Thema GKKB heißt es im Bericht : `` verweist darauf , dass die Einführung einer gemeinsamen konsolidierten Bemessungsgrundlage für die Körperschaftssteuer innerhalb der Europäischen Union bei der Beseitigung der Doppelbesteuerung helfen und der Lösung von Fragen des Verrechnungspreises innerhalb konsolidierter Gruppen dienen würde '' . Ich begrüße den Vorschlag der irischen Regierung zur Regulierung der Verrechnungspreise transnationaler Unternehmen in der diesjährigen irischen `` Finance Bill '' .
('shape', 'strategy')	('shaping', 'strategy')	[('shaping', 'entwickeln'), ('strategy', 'Strategie')]	We need the Member States ; we need the European institutions ; we need stakeholders and society at large ; and we need specifically the active involvement and support of this Parliament , the European Parliament , for shaping this strategy and for communicating it to the people .	Wir brauchen die Mitgliedstaaten ; wir brauchen die europäischen Institutionen ; wir brauchen Interessenvertreter und die gesamte Gesellschaft ; und wir brauchen ganz besonders die aktive Mitarbeit und die Unterstützung dieses Hauses , des Europäischen Parlaments , damit wir diese Strategie entwickeln und den Leuten vermitteln können .
('juggle', 'life')	('juggling', 'life')	[('juggling', 'unter'), ('juggling', 'einen'),  ('juggling', 'Hut'),  ('juggling', 'bringen'), ('life', 'Familie')]	We can legislate against discrimination in the workplace , but we can not legislate against the pressures of juggling work , family life and managing a home .	Wir können Gesetze gegen Diskriminierung am Arbeitsplatz erlassen , aber wir können keine Gesetze gegen die Belastung erlassen , Arbeit , Familie und Haushalt unter einen Hut bringen zu müssen .
('find', 'way')	('found', 'way')	[('found', 'finden'), ('way', 'Weg')]	Until then , however , we have found a way which allows us to continue to enforce our own stricter requirements under the transitional period before we move , in line with other EU Member States , to the general regime .	Bis dahin werden wir jedoch einen Weg finden , um unsere strengeren Anforderungen während der Übergangszeit weiter zu verschärfen , bevor wir in Abstimmung mit anderen EU-Mitgliedstaaten zur allgemeinen Regelung übergehen .
('tackle', 'matter')	('tackle', 'matter')	[('tackle', 'bewältigen'), ('matter', 'Problem')]	Therefore , I welcome this timely debate and the Commission 's efforts to tackle this matter , as all of us have let this area go for too long .	Deswegen begrüße ich diese Aussprache , die zum richtigen Zeitpunkt erfolgt , und die Bemühungen der Kommission , dieses Problem zu bewältigen , da wir alle diesen Bereich zu lange vernachlässigt haben .
